FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Species	TaxonomyStatus
OTU_R12054								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12056								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12058								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12060								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12064								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12065								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12070								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12071								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12072								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12073								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12075								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12083								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12085								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1209								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12091								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12096								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12097								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12098								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12099								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R121								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1210								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12100								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12105								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12107								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12108								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1211								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12112								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12113								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12118								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12119								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12124								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12126								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12129								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1213								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12130								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12132								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12133								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12137								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12140								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12141								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12142								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12144								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12146								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1215								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12153								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12154								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12159								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12160								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12162								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1217								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12171								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12172								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12175								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12177								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1218								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12186								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1219								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12192								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12196								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12198								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12199								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R122								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12200								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12201								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12202								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12204								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12205								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12206								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1221								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12212								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12214								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1222								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12229								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1223								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12230								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12232								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12237								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12238								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1224								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12240								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12247								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12248								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1225								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12250								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12254								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12257								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1226								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12261								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12262								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12263								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12270								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12272								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12276								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1228								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12284								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12285								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12288								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12289								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1229								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12292								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12297								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R123								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1230								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12300								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12302								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12303								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12306								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12307								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12309								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12312								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12313								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12315								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1232								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12324								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12329								Not distributed with phyloseq::soilrep; not used in this analysis
