Metric	SampleA	SampleB	HabitatA	HabitatB	PairType	Distance
Aitchison	CL3	TRRsed3	Soil	Marine/estuarine	Between habitats	297.91275405131245
Aitchison	CC1	TRRsed3	Soil	Marine/estuarine	Between habitats	315.23691199819984
Aitchison	SV1	TRRsed3	Soil	Marine/estuarine	Between habitats	285.32976037320356
Aitchison	M31Fcsw	TRRsed3	Human-associated	Marine/estuarine	Between habitats	210.8791352296967
Aitchison	M11Fcsw	TRRsed3	Human-associated	Marine/estuarine	Between habitats	202.71913277308684
Aitchison	M31Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	230.80322444100452
Aitchison	M11Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	240.40328296538794
Aitchison	F21Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	207.8933841278485
Aitchison	M31Tong	TRRsed3	Human-associated	Marine/estuarine	Between habitats	192.75469224755815
Aitchison	M11Tong	TRRsed3	Human-associated	Marine/estuarine	Between habitats	178.3589941625556
Aitchison	LMEpi24M	TRRsed3	Freshwater	Marine/estuarine	Between habitats	226.72730005254337
Aitchison	SLEpi20M	TRRsed3	Freshwater	Marine/estuarine	Between habitats	222.50140102626426
Aitchison	AQC1cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	247.3198433552651
Aitchison	AQC4cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	270.08506606681084
Aitchison	AQC7cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	269.64176479590185
Aitchison	NP2	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	200.02931535677976
Aitchison	NP3	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	211.72100148748768
Aitchison	NP5	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	212.04054524886894
Aitchison	TRRsed1	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	122.1888133526458
Aitchison	TRRsed2	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	105.98797407195268
Aitchison	CL3	TS28	Soil	Human-associated	Between habitats	283.93661492374025
Aitchison	CC1	TS28	Soil	Human-associated	Between habitats	306.60634337158257
Aitchison	SV1	TS28	Soil	Human-associated	Between habitats	272.5861198248145
Aitchison	M31Fcsw	TS28	Human-associated	Human-associated	Within habitat	108.87020787733384
Aitchison	M11Fcsw	TS28	Human-associated	Human-associated	Within habitat	116.0959906964441
Aitchison	M31Plmr	TS28	Human-associated	Human-associated	Within habitat	207.6859005462765
Aitchison	M11Plmr	TS28	Human-associated	Human-associated	Within habitat	220.44689058804306
Aitchison	F21Plmr	TS28	Human-associated	Human-associated	Within habitat	193.93006054637513
Aitchison	M31Tong	TS28	Human-associated	Human-associated	Within habitat	167.45070776305766
Aitchison	M11Tong	TS28	Human-associated	Human-associated	Within habitat	157.33291645690144
Aitchison	LMEpi24M	TS28	Freshwater	Human-associated	Between habitats	210.56367451180185
Aitchison	SLEpi20M	TS28	Freshwater	Human-associated	Between habitats	207.81039862537173
Aitchison	AQC1cm	TS28	Freshwater	Human-associated	Between habitats	239.64960913756403
Aitchison	AQC4cm	TS28	Freshwater	Human-associated	Between habitats	275.42632954705095
Aitchison	AQC7cm	TS28	Freshwater	Human-associated	Between habitats	274.9938375302939
Aitchison	NP2	TS28	Marine/estuarine	Human-associated	Between habitats	195.5188082577097
Aitchison	NP3	TS28	Marine/estuarine	Human-associated	Between habitats	224.1538626936788
Aitchison	NP5	TS28	Marine/estuarine	Human-associated	Between habitats	215.03356710071424
Aitchison	TRRsed1	TS28	Marine/estuarine	Human-associated	Between habitats	184.73075315078665
Aitchison	TRRsed2	TS28	Marine/estuarine	Human-associated	Between habitats	225.08657912662142
Aitchison	TRRsed3	TS28	Marine/estuarine	Human-associated	Between habitats	187.1826391525974
Aitchison	CL3	TS29	Soil	Human-associated	Between habitats	279.7483796466272
Aitchison	CC1	TS29	Soil	Human-associated	Between habitats	301.20524954241836
Aitchison	SV1	TS29	Soil	Human-associated	Between habitats	268.775571865761
Aitchison	M31Fcsw	TS29	Human-associated	Human-associated	Within habitat	119.65408438894794
Aitchison	M11Fcsw	TS29	Human-associated	Human-associated	Within habitat	122.63994481011544
Aitchison	M31Plmr	TS29	Human-associated	Human-associated	Within habitat	205.19676011257664
Aitchison	M11Plmr	TS29	Human-associated	Human-associated	Within habitat	217.35223086397124
Aitchison	F21Plmr	TS29	Human-associated	Human-associated	Within habitat	190.55915930571535
Aitchison	M31Tong	TS29	Human-associated	Human-associated	Within habitat	165.22244459206775
Aitchison	M11Tong	TS29	Human-associated	Human-associated	Within habitat	152.05264502779661
Aitchison	LMEpi24M	TS29	Freshwater	Human-associated	Between habitats	203.17801095431315
Aitchison	SLEpi20M	TS29	Freshwater	Human-associated	Between habitats	199.11428781997486
Aitchison	AQC1cm	TS29	Freshwater	Human-associated	Between habitats	223.57472114590155
Aitchison	AQC4cm	TS29	Freshwater	Human-associated	Between habitats	263.3810447560202
Aitchison	AQC7cm	TS29	Freshwater	Human-associated	Between habitats	262.8892483748156
Aitchison	NP2	TS29	Marine/estuarine	Human-associated	Between habitats	189.04048027326428
Aitchison	NP3	TS29	Marine/estuarine	Human-associated	Between habitats	221.27446775289053
Aitchison	NP5	TS29	Marine/estuarine	Human-associated	Between habitats	213.31957902512062
Aitchison	TRRsed1	TS29	Marine/estuarine	Human-associated	Between habitats	184.83295441430138
Aitchison	TRRsed2	TS29	Marine/estuarine	Human-associated	Between habitats	226.88773075134154
Aitchison	TRRsed3	TS29	Marine/estuarine	Human-associated	Between habitats	194.2084218332616
Aitchison	TS28	TS29	Human-associated	Human-associated	Within habitat	88.94585382429386
Aitchison	CL3	Even1	Soil	Mock	Between habitats	249.9681363294839
Aitchison	CC1	Even1	Soil	Mock	Between habitats	276.20043567810217
Aitchison	SV1	Even1	Soil	Mock	Between habitats	257.80017855652375
Aitchison	M31Fcsw	Even1	Human-associated	Mock	Between habitats	166.97099127171168
Aitchison	M11Fcsw	Even1	Human-associated	Mock	Between habitats	162.0105602889635
Aitchison	M31Plmr	Even1	Human-associated	Mock	Between habitats	204.77659608039207
Aitchison	M11Plmr	Even1	Human-associated	Mock	Between habitats	214.87952616665586
Aitchison	F21Plmr	Even1	Human-associated	Mock	Between habitats	189.10451393300602
Aitchison	M31Tong	Even1	Human-associated	Mock	Between habitats	159.5730890648343
Aitchison	M11Tong	Even1	Human-associated	Mock	Between habitats	147.89029291884592
Aitchison	LMEpi24M	Even1	Freshwater	Mock	Between habitats	194.57944247747196
Aitchison	SLEpi20M	Even1	Freshwater	Mock	Between habitats	189.1382624012897
Aitchison	AQC1cm	Even1	Freshwater	Mock	Between habitats	209.7847348669235
Aitchison	AQC4cm	Even1	Freshwater	Mock	Between habitats	245.71556681047642
Aitchison	AQC7cm	Even1	Freshwater	Mock	Between habitats	245.47789150980515
Aitchison	NP2	Even1	Marine/estuarine	Mock	Between habitats	181.13270424168203
Aitchison	NP3	Even1	Marine/estuarine	Mock	Between habitats	210.33372519111026
Aitchison	NP5	Even1	Marine/estuarine	Mock	Between habitats	202.99976360668137
Aitchison	TRRsed1	Even1	Marine/estuarine	Mock	Between habitats	166.4332311733485
Aitchison	TRRsed2	Even1	Marine/estuarine	Mock	Between habitats	211.6701675454612
Aitchison	TRRsed3	Even1	Marine/estuarine	Mock	Between habitats	179.30388709952953
Aitchison	TS28	Even1	Human-associated	Mock	Between habitats	153.66048638840957
Aitchison	TS29	Even1	Human-associated	Mock	Between habitats	150.95120402012063
Aitchison	CL3	Even2	Soil	Mock	Between habitats	247.6048549834769
Aitchison	CC1	Even2	Soil	Mock	Between habitats	262.4234119899678
Aitchison	SV1	Even2	Soil	Mock	Between habitats	243.7695132069815
Aitchison	M31Fcsw	Even2	Human-associated	Mock	Between habitats	159.72041024676992
Aitchison	M11Fcsw	Even2	Human-associated	Mock	Between habitats	154.95160756530888
Aitchison	M31Plmr	Even2	Human-associated	Mock	Between habitats	191.20605709670986
Aitchison	M11Plmr	Even2	Human-associated	Mock	Between habitats	203.54507197211174
Aitchison	F21Plmr	Even2	Human-associated	Mock	Between habitats	176.28716460693704
Aitchison	M31Tong	Even2	Human-associated	Mock	Between habitats	156.25423993237237
Aitchison	M11Tong	Even2	Human-associated	Mock	Between habitats	141.3510574767391
Aitchison	LMEpi24M	Even2	Freshwater	Mock	Between habitats	192.18936991659982
Aitchison	SLEpi20M	Even2	Freshwater	Mock	Between habitats	187.34832809954887
Aitchison	AQC1cm	Even2	Freshwater	Mock	Between habitats	217.86359183446066
Aitchison	AQC4cm	Even2	Freshwater	Mock	Between habitats	252.20159173397786
Aitchison	AQC7cm	Even2	Freshwater	Mock	Between habitats	251.07823331284393
Aitchison	NP2	Even2	Marine/estuarine	Mock	Between habitats	181.29031875568577
Aitchison	NP3	Even2	Marine/estuarine	Mock	Between habitats	209.9954727432709
Aitchison	NP5	Even2	Marine/estuarine	Mock	Between habitats	202.35823496947054
Aitchison	TRRsed1	Even2	Marine/estuarine	Mock	Between habitats	167.1451295437878
Aitchison	TRRsed2	Even2	Marine/estuarine	Mock	Between habitats	216.0679531068808
Aitchison	TRRsed3	Even2	Marine/estuarine	Mock	Between habitats	187.79946684277476
Aitchison	TS28	Even2	Human-associated	Mock	Between habitats	150.7185613205661
Aitchison	TS29	Even2	Human-associated	Mock	Between habitats	147.59541039211794
Aitchison	Even1	Even2	Mock	Mock	Within habitat	81.42628446756055
Aitchison	CL3	Even3	Soil	Mock	Between habitats	261.5973190426823
Aitchison	CC1	Even3	Soil	Mock	Between habitats	279.09659489160873
Aitchison	SV1	Even3	Soil	Mock	Between habitats	237.01400304915603
Aitchison	M31Fcsw	Even3	Human-associated	Mock	Between habitats	159.28997215077544
Aitchison	M11Fcsw	Even3	Human-associated	Mock	Between habitats	154.74818866704925
Aitchison	M31Plmr	Even3	Human-associated	Mock	Between habitats	192.6430231113588
Aitchison	M11Plmr	Even3	Human-associated	Mock	Between habitats	204.19696397208565
Aitchison	F21Plmr	Even3	Human-associated	Mock	Between habitats	175.34986875126344
Aitchison	M31Tong	Even3	Human-associated	Mock	Between habitats	156.35612232663428
Aitchison	M11Tong	Even3	Human-associated	Mock	Between habitats	140.3625756006727
Aitchison	LMEpi24M	Even3	Freshwater	Mock	Between habitats	191.85179293301258
Aitchison	SLEpi20M	Even3	Freshwater	Mock	Between habitats	189.33063291604591
Aitchison	AQC1cm	Even3	Freshwater	Mock	Between habitats	225.02286462300836
Aitchison	AQC4cm	Even3	Freshwater	Mock	Between habitats	260.0438954698864
Aitchison	AQC7cm	Even3	Freshwater	Mock	Between habitats	259.5494428482558
Aitchison	NP2	Even3	Marine/estuarine	Mock	Between habitats	181.85387046242008
Aitchison	NP3	Even3	Marine/estuarine	Mock	Between habitats	209.16207895309347
Aitchison	NP5	Even3	Marine/estuarine	Mock	Between habitats	201.25786687885054
Aitchison	TRRsed1	Even3	Marine/estuarine	Mock	Between habitats	162.71090313530735
Aitchison	TRRsed2	Even3	Marine/estuarine	Mock	Between habitats	215.79471741980143
Aitchison	TRRsed3	Even3	Marine/estuarine	Mock	Between habitats	187.61693590016074
Aitchison	TS28	Even3	Human-associated	Mock	Between habitats	148.6122997059882
Aitchison	TS29	Even3	Human-associated	Mock	Between habitats	145.97342884917498
Aitchison	Even1	Even3	Mock	Mock	Within habitat	87.83016089041197
Aitchison	Even2	Even3	Mock	Mock	Within habitat	71.83231858650088
Robust Aitchison	CL3	CC1	Soil	Soil	Within habitat	0.459440114245
Robust Aitchison	CL3	SV1	Soil	Soil	Within habitat	0.802203909675
Robust Aitchison	CC1	SV1	Soil	Soil	Within habitat	1.129734193312
Robust Aitchison	CL3	M31Fcsw	Soil	Human-associated	Between habitats	3.303976097406
Robust Aitchison	CC1	M31Fcsw	Soil	Human-associated	Between habitats	3.729648229712
Robust Aitchison	SV1	M31Fcsw	Soil	Human-associated	Between habitats	2.783928818334
Robust Aitchison	CL3	M11Fcsw	Soil	Human-associated	Between habitats	3.105213822658
Robust Aitchison	CC1	M11Fcsw	Soil	Human-associated	Between habitats	3.520531993053
Robust Aitchison	SV1	M11Fcsw	Soil	Human-associated	Between habitats	2.5669803156430002
Robust Aitchison	M31Fcsw	M11Fcsw	Human-associated	Human-associated	Within habitat	0.28429616745
Robust Aitchison	CL3	M31Plmr	Soil	Human-associated	Between habitats	2.612083190004
Robust Aitchison	CC1	M31Plmr	Soil	Human-associated	Between habitats	2.977706264767
Robust Aitchison	SV1	M31Plmr	Soil	Human-associated	Between habitats	1.858110615411
Robust Aitchison	M31Fcsw	M31Plmr	Human-associated	Human-associated	Within habitat	1.554127783876
Robust Aitchison	M11Fcsw	M31Plmr	Human-associated	Human-associated	Within habitat	1.357397372367
Robust Aitchison	CL3	M11Plmr	Soil	Human-associated	Between habitats	1.914166482953
Robust Aitchison	CC1	M11Plmr	Soil	Human-associated	Between habitats	2.276226802258
Robust Aitchison	SV1	M11Plmr	Soil	Human-associated	Between habitats	1.221938655455
Robust Aitchison	M31Fcsw	M11Plmr	Human-associated	Human-associated	Within habitat	1.719844644013
Robust Aitchison	M11Fcsw	M11Plmr	Human-associated	Human-associated	Within habitat	1.469984102935
Robust Aitchison	M31Plmr	M11Plmr	Human-associated	Human-associated	Within habitat	0.81385087552
Robust Aitchison	CL3	F21Plmr	Soil	Human-associated	Between habitats	2.254584957837
Robust Aitchison	CC1	F21Plmr	Soil	Human-associated	Between habitats	2.60745342768
Robust Aitchison	SV1	F21Plmr	Soil	Human-associated	Between habitats	1.49859005293
Robust Aitchison	M31Fcsw	F21Plmr	Human-associated	Human-associated	Within habitat	1.710362442267
Robust Aitchison	M11Fcsw	F21Plmr	Human-associated	Human-associated	Within habitat	1.479429930941
Robust Aitchison	M31Plmr	F21Plmr	Human-associated	Human-associated	Within habitat	0.396594896042
Robust Aitchison	M11Plmr	F21Plmr	Human-associated	Human-associated	Within habitat	0.459419493629
Robust Aitchison	CL3	M31Tong	Soil	Human-associated	Between habitats	3.313643986215
Robust Aitchison	CC1	M31Tong	Soil	Human-associated	Between habitats	3.629564445071
Robust Aitchison	SV1	M31Tong	Soil	Human-associated	Between habitats	2.596496669005
Robust Aitchison	M31Fcsw	M31Tong	Human-associated	Human-associated	Within habitat	1.674507234098
Robust Aitchison	M11Fcsw	M31Tong	Human-associated	Human-associated	Within habitat	1.461030539561
Robust Aitchison	M31Plmr	M31Tong	Human-associated	Human-associated	Within habitat	1.070122003719
Robust Aitchison	M11Plmr	M31Tong	Human-associated	Human-associated	Within habitat	1.437739631946
Robust Aitchison	F21Plmr	M31Tong	Human-associated	Human-associated	Within habitat	1.2063879152
Robust Aitchison	CL3	M11Tong	Soil	Human-associated	Between habitats	2.886370967054
Robust Aitchison	CC1	M11Tong	Soil	Human-associated	Between habitats	3.188034738517
Robust Aitchison	SV1	M11Tong	Soil	Human-associated	Between habitats	2.196925673196
Robust Aitchison	M31Fcsw	M11Tong	Human-associated	Human-associated	Within habitat	1.710200761874
Robust Aitchison	M11Fcsw	M11Tong	Human-associated	Human-associated	Within habitat	1.449719329833
Robust Aitchison	M31Plmr	M11Tong	Human-associated	Human-associated	Within habitat	0.994464308874
Robust Aitchison	M11Plmr	M11Tong	Human-associated	Human-associated	Within habitat	1.07547156383
Robust Aitchison	F21Plmr	M11Tong	Human-associated	Human-associated	Within habitat	0.96246060196
Robust Aitchison	M31Tong	M11Tong	Human-associated	Human-associated	Within habitat	0.48523373711
Robust Aitchison	CL3	LMEpi24M	Soil	Freshwater	Between habitats	2.836775866343
Robust Aitchison	CC1	LMEpi24M	Soil	Freshwater	Between habitats	3.10649657194
Robust Aitchison	SV1	LMEpi24M	Soil	Freshwater	Between habitats	2.197788233049
Robust Aitchison	M31Fcsw	LMEpi24M	Human-associated	Freshwater	Between habitats	1.916764402371
Robust Aitchison	M11Fcsw	LMEpi24M	Human-associated	Freshwater	Between habitats	1.645132519677
Robust Aitchison	M31Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	1.300671704194
Robust Aitchison	M11Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	1.178714205222
Robust Aitchison	F21Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	1.182733652954
Robust Aitchison	M31Tong	LMEpi24M	Human-associated	Freshwater	Between habitats	0.775123266876
Robust Aitchison	M11Tong	LMEpi24M	Human-associated	Freshwater	Between habitats	0.361725560855
Robust Aitchison	CL3	SLEpi20M	Soil	Freshwater	Between habitats	2.659811868116
Robust Aitchison	CC1	SLEpi20M	Soil	Freshwater	Between habitats	2.894684785911
Robust Aitchison	SV1	SLEpi20M	Soil	Freshwater	Between habitats	2.016620489656
Robust Aitchison	M31Fcsw	SLEpi20M	Human-associated	Freshwater	Between habitats	2.196502528473
Robust Aitchison	M11Fcsw	SLEpi20M	Human-associated	Freshwater	Between habitats	1.91908947353
Robust Aitchison	M31Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	1.365706454291
Robust Aitchison	M11Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	1.151412399255
Robust Aitchison	F21Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	1.174565657381
Robust Aitchison	M31Tong	SLEpi20M	Human-associated	Freshwater	Between habitats	1.014557040383
Robust Aitchison	M11Tong	SLEpi20M	Human-associated	Freshwater	Between habitats	0.590494512267
Robust Aitchison	LMEpi24M	SLEpi20M	Freshwater	Freshwater	Within habitat	0.353823074372
Robust Aitchison	CL3	AQC1cm	Soil	Freshwater	Between habitats	3.531116352071
Robust Aitchison	CC1	AQC1cm	Soil	Freshwater	Between habitats	3.6096884550460002
Robust Aitchison	SV1	AQC1cm	Soil	Freshwater	Between habitats	3.237028539285
Robust Aitchison	M31Fcsw	AQC1cm	Human-associated	Freshwater	Between habitats	3.445291437849
Robust Aitchison	M11Fcsw	AQC1cm	Human-associated	Freshwater	Between habitats	3.1941207419730002
Robust Aitchison	M31Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	3.187206440694
Robust Aitchison	M11Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	2.752362286274
Robust Aitchison	F21Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	2.963337289014
Robust Aitchison	M31Tong	AQC1cm	Human-associated	Freshwater	Between habitats	2.601543800464
Robust Aitchison	M11Tong	AQC1cm	Human-associated	Freshwater	Between habitats	2.290769275441
Robust Aitchison	LMEpi24M	AQC1cm	Freshwater	Freshwater	Within habitat	1.93237770707
Robust Aitchison	SLEpi20M	AQC1cm	Freshwater	Freshwater	Within habitat	1.877623651553
Robust Aitchison	CL3	AQC4cm	Soil	Freshwater	Between habitats	3.66397185319
Robust Aitchison	CC1	AQC4cm	Soil	Freshwater	Between habitats	3.674225612769
Robust Aitchison	SV1	AQC4cm	Soil	Freshwater	Between habitats	3.384672270445
Robust Aitchison	M31Fcsw	AQC4cm	Human-associated	Freshwater	Between habitats	3.946040690383
Robust Aitchison	M11Fcsw	AQC4cm	Human-associated	Freshwater	Between habitats	3.682328170733
Robust Aitchison	M31Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	3.475806927829
Robust Aitchison	M11Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	3.045775492822
Robust Aitchison	F21Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	3.231591921998
Robust Aitchison	M31Tong	AQC4cm	Human-associated	Freshwater	Between habitats	2.925539427238
Robust Aitchison	M11Tong	AQC4cm	Human-associated	Freshwater	Between habitats	2.612441577221
Robust Aitchison	LMEpi24M	AQC4cm	Freshwater	Freshwater	Within habitat	2.258635895122
Robust Aitchison	SLEpi20M	AQC4cm	Freshwater	Freshwater	Within habitat	2.119182339067
Robust Aitchison	AQC1cm	AQC4cm	Freshwater	Freshwater	Within habitat	0.636833871707
Robust Aitchison	CL3	AQC7cm	Soil	Freshwater	Between habitats	3.512530252294
Robust Aitchison	CC1	AQC7cm	Soil	Freshwater	Between habitats	3.519926863434
Robust Aitchison	SV1	AQC7cm	Soil	Freshwater	Between habitats	3.261674860239
Robust Aitchison	M31Fcsw	AQC7cm	Human-associated	Freshwater	Between habitats	3.880058889523
Robust Aitchison	M11Fcsw	AQC7cm	Human-associated	Freshwater	Between habitats	3.615433860938
Robust Aitchison	M31Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	3.428044465021
Robust Aitchison	M11Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	2.959390901502
Robust Aitchison	F21Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	3.169491968371
Robust Aitchison	M31Tong	AQC7cm	Human-associated	Freshwater	Between habitats	2.923629318049
Robust Aitchison	M11Tong	AQC7cm	Human-associated	Freshwater	Between habitats	2.586642602786
Robust Aitchison	LMEpi24M	AQC7cm	Freshwater	Freshwater	Within habitat	2.22896166983
Robust Aitchison	SLEpi20M	AQC7cm	Freshwater	Freshwater	Within habitat	2.086192739135
Robust Aitchison	AQC1cm	AQC7cm	Freshwater	Freshwater	Within habitat	0.587159087782
Robust Aitchison	AQC4cm	AQC7cm	Freshwater	Freshwater	Within habitat	0.197618075408
Robust Aitchison	CL3	NP2	Soil	Marine/estuarine	Between habitats	3.930133326451
Robust Aitchison	CC1	NP2	Soil	Marine/estuarine	Between habitats	4.154749843752
Robust Aitchison	SV1	NP2	Soil	Marine/estuarine	Between habitats	3.167487823692
Robust Aitchison	M31Fcsw	NP2	Human-associated	Marine/estuarine	Between habitats	2.901841424708
Robust Aitchison	M11Fcsw	NP2	Human-associated	Marine/estuarine	Between habitats	2.706219616517
Robust Aitchison	M31Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	1.866057424805
Robust Aitchison	M11Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	2.295275295143
Robust Aitchison	F21Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	1.975389631864
Robust Aitchison	M31Tong	NP2	Human-associated	Marine/estuarine	Between habitats	1.271210314485
Robust Aitchison	M11Tong	NP2	Human-associated	Marine/estuarine	Between habitats	1.486378776603
Robust Aitchison	LMEpi24M	NP2	Freshwater	Marine/estuarine	Between habitats	1.611688050295
Robust Aitchison	SLEpi20M	NP2	Freshwater	Marine/estuarine	Between habitats	1.594090713594
Robust Aitchison	AQC1cm	NP2	Freshwater	Marine/estuarine	Between habitats	2.984985153457
Robust Aitchison	AQC4cm	NP2	Freshwater	Marine/estuarine	Between habitats	3.068346979653
Robust Aitchison	AQC7cm	NP2	Freshwater	Marine/estuarine	Between habitats	3.129842302358
Robust Aitchison	CL3	NP3	Soil	Marine/estuarine	Between habitats	4.179398832317
Robust Aitchison	CC1	NP3	Soil	Marine/estuarine	Between habitats	4.420237213699
Robust Aitchison	SV1	NP3	Soil	Marine/estuarine	Between habitats	3.397020239251
Robust Aitchison	M31Fcsw	NP3	Human-associated	Marine/estuarine	Between habitats	2.991819897627
Robust Aitchison	M11Fcsw	NP3	Human-associated	Marine/estuarine	Between habitats	2.825103340776
Robust Aitchison	M31Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	1.970685840758
Robust Aitchison	M11Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	2.51318438099
Robust Aitchison	F21Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	2.144335603879
Robust Aitchison	M31Tong	NP3	Human-associated	Marine/estuarine	Between habitats	1.461795442858
Robust Aitchison	M11Tong	NP3	Human-associated	Marine/estuarine	Between habitats	1.752797597425
Robust Aitchison	LMEpi24M	NP3	Freshwater	Marine/estuarine	Between habitats	1.93335981408
Robust Aitchison	SLEpi20M	NP3	Freshwater	Marine/estuarine	Between habitats	1.943528991766
Robust Aitchison	AQC1cm	NP3	Freshwater	Marine/estuarine	Between habitats	3.386437372371
Robust Aitchison	AQC4cm	NP3	Freshwater	Marine/estuarine	Between habitats	3.479411725537
Robust Aitchison	AQC7cm	NP3	Freshwater	Marine/estuarine	Between habitats	3.542294709489
Robust Aitchison	NP2	NP3	Marine/estuarine	Marine/estuarine	Within habitat	0.413815327188
Robust Aitchison	CL3	NP5	Soil	Marine/estuarine	Between habitats	4.429924217603
Robust Aitchison	CC1	NP5	Soil	Marine/estuarine	Between habitats	4.661689223756
Robust Aitchison	SV1	NP5	Soil	Marine/estuarine	Between habitats	3.656882346676
Robust Aitchison	M31Fcsw	NP5	Human-associated	Marine/estuarine	Between habitats	3.170080380501
Robust Aitchison	M11Fcsw	NP5	Human-associated	Marine/estuarine	Between habitats	3.006436649907
Robust Aitchison	M31Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	2.240890018641
Robust Aitchison	M11Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	2.757194716042
Robust Aitchison	F21Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	2.408140762944
Robust Aitchison	M31Tong	NP5	Human-associated	Marine/estuarine	Between habitats	1.617239631297
Robust Aitchison	M11Tong	NP5	Human-associated	Marine/estuarine	Between habitats	1.922059841826
Robust Aitchison	LMEpi24M	NP5	Freshwater	Marine/estuarine	Between habitats	2.069489017926
Robust Aitchison	SLEpi20M	NP5	Freshwater	Marine/estuarine	Between habitats	2.091294283326
Robust Aitchison	AQC1cm	NP5	Freshwater	Marine/estuarine	Between habitats	3.3855631913
Robust Aitchison	AQC4cm	NP5	Freshwater	Marine/estuarine	Between habitats	3.465200011304
Robust Aitchison	AQC7cm	NP5	Freshwater	Marine/estuarine	Between habitats	3.543914153493
Robust Aitchison	NP2	NP5	Marine/estuarine	Marine/estuarine	Within habitat	0.523150244913
Robust Aitchison	NP3	NP5	Marine/estuarine	Marine/estuarine	Within habitat	0.316289880763
Robust Aitchison	CL3	TRRsed1	Soil	Marine/estuarine	Between habitats	3.021206970326
Robust Aitchison	CC1	TRRsed1	Soil	Marine/estuarine	Between habitats	3.350512457765
Robust Aitchison	SV1	TRRsed1	Soil	Marine/estuarine	Between habitats	2.288248162766
Robust Aitchison	M31Fcsw	TRRsed1	Human-associated	Marine/estuarine	Between habitats	1.576687272903
Robust Aitchison	M11Fcsw	TRRsed1	Human-associated	Marine/estuarine	Between habitats	1.350257103115
Robust Aitchison	M31Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.7170850598
Robust Aitchison	M11Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	1.129036643352
Robust Aitchison	F21Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.856083934175
Robust Aitchison	M31Tong	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.358893520177
Robust Aitchison	M11Tong	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.434546956558
Robust Aitchison	LMEpi24M	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.795421709006
Robust Aitchison	SLEpi20M	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.97438783966
Robust Aitchison	AQC1cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	2.720368941973
Robust Aitchison	AQC4cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	3.03167082382
Robust Aitchison	AQC7cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	3.011583688338
Robust Aitchison	NP2	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	1.405098613511
Robust Aitchison	NP3	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	1.57929415342
Robust Aitchison	NP5	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	1.786916582957
Robust Aitchison	CL3	TRRsed2	Soil	Marine/estuarine	Between habitats	2.975764816354
Robust Aitchison	CC1	TRRsed2	Soil	Marine/estuarine	Between habitats	3.29940754173
Robust Aitchison	SV1	TRRsed2	Soil	Marine/estuarine	Between habitats	2.201037855735
Robust Aitchison	M31Fcsw	TRRsed2	Human-associated	Marine/estuarine	Between habitats	1.806076584876
