FeatureID	Phylum	Class	Order	Family	Genus	LineageKey	CompleteDepth	EqualSampleMean
OTU_1131	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Saprospiraceae > Unknown genus	4	2.610616329358112e-4
OTU_4469	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Unknown genus	Proteobacteria > Gammaproteobacteria > Pseudomonadales > Moraxellaceae > Unknown genus	4	2.898091014304699e-6
OTU_12913	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Unknown genus	Nitrospirae > Nitrospira > Nitrospirales > Nitrospiraceae > Unknown genus	4	3.579628377684737e-5
OTU_11526	Chloroflexi	JG37-AG-4	Unknown order	Unknown family	Unknown genus	Chloroflexi > JG37-AG-4 > Unknown order > Unknown family > Unknown genus	2	8.94794903621179e-5
OTU_13941	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	WCHB1-69	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > WCHB1-69 > Unknown genus	4	9.941203541393543e-5
OTU_11832	Chloroflexi	KD4-96	Unknown order	Unknown family	Unknown genus	Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus	2	1.1836012805748471e-5
OTU_3494	Chlorobi	Ignavibacteria	Ignavibacteriales	BSV26	Unknown genus	Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus	4	8.5505302721668e-5
OTU_12204	Proteobacteria	Gammaproteobacteria	Run-SP154	Unknown family	Unknown genus	Proteobacteria > Gammaproteobacteria > Run-SP154 > Unknown family > Unknown genus	3	6.03828341083252e-6
OTU_589	Proteobacteria	Betaproteobacteria	TRA3-20	Unknown family	Unknown genus	Proteobacteria > Betaproteobacteria > TRA3-20 > Unknown family > Unknown genus	3	3.997171865539023e-4
OTU_2538	Actinobacteria	Thermoleophilia	Solirubrobacterales	480-2	Unknown genus	Actinobacteria > Thermoleophilia > Solirubrobacterales > 480-2 > Unknown genus	4	5.00229471896803e-5
OTU_5417	Actinobacteria	Thermoleophilia	Gaiellales	Unknown family	Unknown genus	Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus	3	4.869539839571234e-5
OTU_1524	Chloroflexi	TK10	Unknown order	Unknown family	Unknown genus	Chloroflexi > TK10 > Unknown order > Unknown family > Unknown genus	2	1.3205551545339173e-4
OTU_1237	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Ferruginibacter	5	2.730369541236862e-4
OTU_4131	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unknown genus	Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Unknown genus	4	1.8158618530132397e-5
OTU_3131	Acidobacteria	Holophagae	Subgroup 7	Unknown family	Unknown genus	Acidobacteria > Holophagae > Subgroup 7 > Unknown family > Unknown genus	3	8.156564532864533e-5
OTU_227	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Firmicutes > Bacilli > Bacillales > Bacillaceae > Bacillus	5	0.0010170747935602153
OTU_2175	Acidobacteria	Acidobacteria	Subgroup 4	RB41	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 4 > RB41 > Unknown genus	4	1.6681967953253632e-4
OTU_7672	Planctomycetes	Phycisphaerae	Phycisphaerales	ODP1230B30.02 sediment group	Unknown genus	Planctomycetes > Phycisphaerae > Phycisphaerales > ODP1230B30.02 sediment group > Unknown genus	4	8.95057750937079e-5
OTU_4280	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unknown genus	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Unknown genus	4	7.276997429703653e-5
OTU_411	Acidobacteria	Holophagae	Subgroup 7	Unknown family	Unknown genus	Acidobacteria > Holophagae > Subgroup 7 > Unknown family > Unknown genus	3	8.658095209343561e-4
OTU_9908	Deinococcus-Thermus	Deinococci	KD3-62	Unknown family	Unknown genus	Deinococcus-Thermus > Deinococci > KD3-62 > Unknown family > Unknown genus	3	1.935685631840767e-6
OTU_2370	Acidobacteria	Acidobacteria	Subgroup 6	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus	3	4.498350300181018e-5
OTU_13471	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Proteobacteria > Betaproteobacteria > Burkholderiales > Oxalobacteraceae > Massilia	5	2.3984811311854297e-5
OTU_621	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Gemmatimonas	5	1.240625662211973e-4
OTU_6552	TA06	Unknown class	Unknown order	Unknown family	Unknown genus	TA06 > Unknown class > Unknown order > Unknown family > Unknown genus	1	2.430964822170658e-5
OTU_10647	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus	4	4.270852884930147e-5
OTU_6152	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	2.5568520770413127e-5
OTU_5867	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Candidatus Koribacter	Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Candidatus Koribacter	5	1.2265040963826688e-4
OTU_6222	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Proteobacteria > Deltaproteobacteria > Myxococcales > Haliangiaceae > Haliangium	5	5.426798108142448e-5
OTU_5455	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unknown family	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus	3	5.1354165750964566e-5
OTU_319	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7 clade	Proteobacteria > Gammaproteobacteria > Cellvibrionales > Spongiibacteraceae > BD1-7 clade	5	1.0231416556492991e-4
OTU_1659	Acidobacteria	Acidobacteria	Subgroup 6	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus	3	9.174561514709447e-5
OTU_93	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Euryarchaeota > Methanobacteria > Methanobacteriales > Methanobacteriaceae > Methanobacterium	5	1.56233060934553e-4
OTU_3982	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	Firmicutes > Clostridia > Clostridiales > Ruminococcaceae > Fastidiosipila	5	1.049958456853528e-4
OTU_7661	Armatimonadetes	Unknown class	Unknown order	Unknown family	Unknown genus	Armatimonadetes > Unknown class > Unknown order > Unknown family > Unknown genus	1	7.118400353072657e-7
OTU_9479	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	1.919576501448429e-6
OTU_5331	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unknown genus	Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Unknown genus	4	1.621594930926716e-5
OTU_7068	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Actinobacteria > Thermoleophilia > Gaiellales > Gaiellaceae > Gaiella	5	2.0287314172749916e-5
OTU_1495	Actinobacteria	Thermoleophilia	Gaiellales	Unknown family	Unknown genus	Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus	3	2.5744222430780473e-4
OTU_4492	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	3.2392202810457987e-6
OTU_4490	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Acetobacteraceae > Roseomonas	5	7.793309467627714e-5
OTU_13040	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	S15A-MN91	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > S15A-MN91 > Unknown genus	4	1.6388774355046596e-5
OTU_1734	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus	4	4.12021705685305e-5
OTU_2508	Chlorobi	Ignavibacteria	Ignavibacteriales	BSV26	Unknown genus	Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus	4	6.447038487435844e-5
OTU_4601	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalispira	Proteobacteria > Gammaproteobacteria > Chromatiales > Ectothiorhodospiraceae > Thioalkalispira	5	2.7516154214809856e-5
OTU_1209	Actinobacteria	Thermoleophilia	Gaiellales	Unknown family	Unknown genus	Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus	3	2.4811094395056096e-5
OTU_3559	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobulbaceae > Desulfopila	5	1.238181762179578e-4
OTU_1735	Acidobacteria	Acidobacteria	Subgroup 3	Unknown family	Bryobacter	Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Bryobacter	3	2.6614295100392635e-4
OTU_1976	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	1.0245720280905767e-4
OTU_12106	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	4.22243084676398e-5
OTU_1502	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	Proteobacteria > Deltaproteobacteria > Myxococcales > Cystobacteraceae > Anaeromyxobacter	5	3.292103053734586e-5
OTU_11419	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Candidatus Koribacter	Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Candidatus Koribacter	5	2.9993120993220138e-5
OTU_1603	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus	4	5.438413164721415e-5
OTU_968	Actinobacteria	Thermoleophilia	Solirubrobacterales	480-2	Unknown genus	Actinobacteria > Thermoleophilia > Solirubrobacterales > 480-2 > Unknown genus	4	3.8335835108217765e-5
OTU_8300	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	Proteobacteria > Gammaproteobacteria > Legionellales > Coxiellaceae > Aquicella	5	1.6698057387222532e-5
OTU_245	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unknown genus	Firmicutes > Bacilli > Bacillales > Planococcaceae > Unknown genus	4	7.341830967882494e-4
OTU_3829	Acidobacteria	Acidobacteria	Subgroup 4	RB41	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 4 > RB41 > Unknown genus	4	3.9322937259781836e-4
OTU_570	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Phormidium	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Phormidium	5	1.2164575449897268e-5
OTU_14031	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Unknown genus	Proteobacteria > Betaproteobacteria > Burkholderiales > Alcaligenaceae > Unknown genus	4	3.9141345968602796e-5
OTU_12609	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Proteobacteria > Deltaproteobacteria > Myxococcales > Sandaracinaceae > Sandaracinus	5	6.919830937697946e-6
OTU_10205	Acidobacteria	Acidobacteria	Subgroup 3	Unknown family	Candidatus Solibacter	Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Candidatus Solibacter	3	2.9390881587610955e-5
OTU_3378	Acidobacteria	Holophagae	Subgroup 23	Unknown family	Unknown genus	Acidobacteria > Holophagae > Subgroup 23 > Unknown family > Unknown genus	3	1.271019061739655e-4
OTU_1316	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Pelolinea	5	1.6059873513784713e-4
OTU_5147	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 12	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 12	5	5.670248852257286e-5
OTU_969	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus	4	5.3693705622971e-5
OTU_2026	Bacteroidetes	WCHB1-32	Unknown order	Unknown family	Unknown genus	Bacteroidetes > WCHB1-32 > Unknown order > Unknown family > Unknown genus	2	1.9640940364183668e-4
OTU_4786	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	Unknown genus	Proteobacteria > Deltaproteobacteria > Myxococcales > BIrii41 > Unknown genus	4	4.856983565664776e-5
OTU_808	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavihumibacter	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Flavihumibacter	5	5.814517459829498e-5
OTU_1472	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Pleomorphomonas	Proteobacteria > Alphaproteobacteria > Rhizobiales > Methylocystaceae > Pleomorphomonas	5	2.5769110269725624e-4
OTU_7839	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Woodsholea	Proteobacteria > Alphaproteobacteria > Caulobacterales > Hyphomonadaceae > Woodsholea	5	2.1382432802856718e-5
OTU_232	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Rhizomicrobium	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiales Incertae Sedis > Rhizomicrobium	5	1.804825547266602e-5
OTU_8906	Hydrogenedentes	Unknown class	Unknown order	Unknown family	Unknown genus	Hydrogenedentes > Unknown class > Unknown order > Unknown family > Unknown genus	1	4.133855891131565e-5
OTU_2004	Chlorobi	Chlorobia	Chlorobiales	SJA-28	Unknown genus	Chlorobi > Chlorobia > Chlorobiales > SJA-28 > Unknown genus	4	6.461000819190982e-5
OTU_1098	Chlorobi	Ignavibacteria	Ignavibacteriales	BSV26	Unknown genus	Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus	4	2.984891508686374e-4
OTU_13512	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Unknown genus	Spirochaetae > Spirochaetes > Spirochaetales > Spirochaetaceae > Unknown genus	4	2.651480294630027e-6
OTU_12727	Proteobacteria	Deltaproteobacteria	Sva0485	Unknown family	Unknown genus	Proteobacteria > Deltaproteobacteria > Sva0485 > Unknown family > Unknown genus	3	7.089952639978901e-6
OTU_4400	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus	4	3.7282029128723935e-5
OTU_1112	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Acidovorax	5	0.0010901306586861587
OTU_13080	Bacteroidetes	Bacteroidetes vadinHA17	Unknown order	Unknown family	Unknown genus	Bacteroidetes > Bacteroidetes vadinHA17 > Unknown order > Unknown family > Unknown genus	2	1.5429944666626525e-4
OTU_355	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	2.5157842724362075e-5
OTU_1096	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Proteobacteria > Deltaproteobacteria > Desulfuromonadales > Geobacteraceae > Geobacter	5	1.5764976436030318e-4
OTU_597	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Anaerolinea	5	8.702567201811761e-5
OTU_74	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	5.334343851493966e-4
OTU_273	Actinobacteria	Actinobacteria	PeM15	Unknown family	Unknown genus	Actinobacteria > Actinobacteria > PeM15 > Unknown family > Unknown genus	3	3.4033623790906203e-4
OTU_6926	Bacteroidetes	Unknown class	Unknown order	Unknown family	Unknown genus	Bacteroidetes > Unknown class > Unknown order > Unknown family > Unknown genus	1	5.771980094231467e-5
OTU_309	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Saprospiraceae > Unknown genus	4	6.900760799834047e-4
OTU_13647	Chloroflexi	Gitt-GS-136	Unknown order	Unknown family	Unknown genus	Chloroflexi > Gitt-GS-136 > Unknown order > Unknown family > Unknown genus	2	1.5583554304857615e-5
OTU_13793	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Unknown genus	Acidobacteria > Holophagae > Holophagales > Holophagaceae > Unknown genus	4	5.818914453905395e-6
OTU_5053	Chlorobi	Chlorobia	Chlorobiales	OPB56	Unknown genus	Chlorobi > Chlorobia > Chlorobiales > OPB56 > Unknown genus	4	4.010227898512665e-5
OTU_1110	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Unknown genus	Nitrospirae > Nitrospira > Nitrospirales > Nitrospiraceae > Unknown genus	4	2.442367601647525e-4
OTU_9910	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unknown family	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus	3	1.9198691492701103e-5
OTU_757	Aminicenantes	Unknown class	Unknown order	Unknown family	Unknown genus	Aminicenantes > Unknown class > Unknown order > Unknown family > Unknown genus	1	1.1439959049346845e-4
OTU_2595	Chloroflexi	Ardenticatenia	Unknown order	Unknown family	Unknown genus	Chloroflexi > Ardenticatenia > Unknown order > Unknown family > Unknown genus	2	3.118971488723594e-5
OTU_894	Acidobacteria	Acidobacteria	Subgroup 2	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 2 > Unknown family > Unknown genus	3	2.6946731046597293e-4
OTU_4239	Planctomycetes	Phycisphaerae	KCLunmb-38-53	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > KCLunmb-38-53 > Unknown family > Unknown genus	3	7.53500007535e-7
OTU_586	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospirae > Nitrospira > Nitrospirales > Nitrospiraceae > Nitrospira	5	1.0484956410486636e-4
OTU_12081	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Proteobacteria > Deltaproteobacteria > Syntrophobacterales > Syntrophobacteraceae > Syntrophobacter	5	9.684378452299281e-6
OTU_1444	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	Unknown family	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > BD2-11 terrestrial group > Unknown family > Unknown genus	3	4.787753272985685e-6
OTU_5369	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	Unknown genus	Proteobacteria > Deltaproteobacteria > Myxococcales > mle1-27 > Unknown genus	4	9.225387882171024e-6
OTU_10569	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Unknown genus	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Unknown genus	4	4.4513193747634587e-5
OTU_4254	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	Actinobacteria > Thermoleophilia > Solirubrobacterales > Conexibacteraceae > Conexibacter	5	6.971870208452456e-5
OTU_4257	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unknown family	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus	3	2.4453054841449867e-5
OTU_1875	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Chlorobi > Ignavibacteria > Ignavibacteriales > Ignavibacteriaceae > Ignavibacterium	5	1.6963704296027015e-4
OTU_2509	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	2.456933097569129e-5
OTU_10828	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Anaerolinea	5	1.7914769316409742e-5
OTU_11145	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Flavisolibacter	5	1.276623755813989e-5
