LineageRank	LineageKey	Phylum	Class	Order	Family	Genus	FeatureCount	EqualSampleMean	PooledReadFraction
605	Proteobacteria > Betaproteobacteria > Burkholderiales > Burkholderiaceae > Cupriavidus	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	2	1.4818764834311052e-5	1.4200423543067415e-5
606	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Sphingobacteriaceae > Arcticibacter	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	1	1.47467568494169e-5	1.3583013823803615e-5
607	Bacteroidetes > Bacteroidia > Bacteroidales > Porphyromonadaceae > Microbacter	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Microbacter	2	1.4651259721637428e-5	1.6670062420122617e-5
608	Actinobacteria > Actinobacteria > Micromonosporales > Micromonosporaceae > Asanoa	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	1	1.464760965515329e-5	1.6670062420122617e-5
609	Verrucomicrobia > Opitutae > Puniceicoccales > Puniceicoccaceae > Puniceicoccus	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Puniceicoccus	1	1.438079102014584e-5	9.878555508220811e-6
610	Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Verrucomicrobiaceae > Verrucomicrobium	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	2	1.4222049984370491e-5	1.3583013823803615e-5
611	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Methyloversatilis	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Methyloversatilis	1	1.4072157231966989e-5	1.5435242981595016e-5
612	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Acetobacteraceae > Roseococcus	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseococcus	1	1.3958928604313887e-5	1.4817833262331216e-5
613	Proteobacteria > Gammaproteobacteria > Enterobacteriales > Enterobacteriaceae > Morganella	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	1	1.3709100512949049e-5	1.1730784666012212e-5
614	Actinobacteria > Actinobacteria > Frankiales > Sporichthyaceae > Sporichthya	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	1	1.3706406906221066e-5	1.6670062420122617e-5
615	Proteobacteria > Gammaproteobacteria > Pseudomonadales > Moraxellaceae > Moraxella	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	1	1.3683452617547979e-5	1.2348194385276013e-5
616	Actinobacteria > Actinobacteria > Micromonosporales > Micromonosporaceae > Micromonospora	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	1	1.3585696667133061e-5	1.3583013823803615e-5
617	Proteobacteria > Alphaproteobacteria > Rhizobiales > Bradyrhizobiaceae > Rhodopseudomonas	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	1	1.3563969726147747e-5	1.2965604104539813e-5
618	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillaceae > Marispirillum	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Marispirillum	1	1.3130133045372406e-5	1.2348194385276013e-5
619	Actinobacteria > Actinobacteria > Streptosporangiales > Thermomonosporaceae > Actinomadura	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	3	1.3113422712256847e-5	1.2965604104539813e-5
620	Actinobacteria > Actinobacteria > Streptosporangiales > Streptosporangiaceae > Nonomuraea	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	2	1.3079435160178067e-5	1.1730784666012212e-5
621	Actinobacteria > Actinobacteria > Kineosporiales > Kineosporiaceae > Angustibacter	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Angustibacter	1	1.3010134453511156e-5	1.1730784666012212e-5
622	Proteobacteria > Alphaproteobacteria > Sneathiellales > Sneathiellaceae > Sneathiella	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiella	1	1.259285772316476e-5	1.1113374946748412e-5
623	Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Edaphobacter	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	1	1.2474398544288904e-5	1.4200423543067415e-5
624	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Acetobacteraceae > Acidisphaera	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera	1	1.2466891611848308e-5	1.0495965227484611e-5
625	Proteobacteria > Gammaproteobacteria > Cellvibrionales > Cellvibrionaceae > Simiduia	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Simiduia	1	1.2407165236776376e-5	1.2348194385276013e-5
626	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Candidatus Halobonum	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Candidatus Halobonum	1	1.2385117447184854e-5	1.1730784666012212e-5
627	Proteobacteria > Betaproteobacteria > Burkholderiales > Burkholderiales Incertae Sedis > Thiomonas	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales Incertae Sedis	Thiomonas	3	1.2374942370912899e-5	1.2348194385276013e-5
628	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiales Incertae Sedis > Agaricicola	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Agaricicola	1	1.2282007393304778e-5	1.4200423543067415e-5
629	Firmicutes > Clostridia > Clostridiales > Lachnospiraceae > Lachnoclostridium 12	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium 12	1	1.2215554109761529e-5	1.2965604104539813e-5
630	Firmicutes > Bacilli > Bacillales > Paenibacillaceae > Cohnella	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	1	1.219511732564633e-5	1.1113374946748412e-5
631	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobacteraceae > Desulfosalsimonas	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosalsimonas	1	1.2066336663886254e-5	1.1730784666012212e-5
632	Euryarchaeota > Thermoplasmata > Thermoplasmatales > Thermoplasmatales Incertae Sedis > Methanomassiliicoccus	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales Incertae Sedis	Methanomassiliicoccus	1	1.1999307990341489e-5	1.1730784666012212e-5
633	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillaceae > Elstera	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Elstera	1	1.1926492030749815e-5	1.2965604104539813e-5
634	Proteobacteria > Betaproteobacteria > Burkholderiales > Alcaligenaceae > Sutterella	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	1	1.1835217589076286e-5	1.1113374946748412e-5
635	Actinobacteria > Actinobacteria > Pseudonocardiales > Pseudonocardiaceae > Saccharomonospora	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	1	1.152064842098831e-5	8.643736069693209e-6
636	Nitrospirae > Nitrospira > Nitrospirales > Nitrospiraceae > Leptospirillum	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	2	1.1420077604860557e-5	9.878555508220811e-6
637	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Silanimonas	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Silanimonas	1	1.110800361782393e-5	1.0495965227484611e-5
638	Bacteroidetes > Cytophagia > Cytophagales > Cyclobacteriaceae > Echinicola	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	1	1.1024785335355266e-5	1.4817833262331216e-5
639	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillales Incertae Sedis > Elioraea	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales Incertae Sedis	Elioraea	2	1.095335916888363e-5	9.878555508220811e-6
640	Actinobacteria > Actinobacteria > Pseudonocardiales > Pseudonocardiaceae > Amycolatopsis	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	1	1.091475593372184e-5	9.261145788957009e-6
641	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Haloplanus	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloplanus	1	1.0836377289037964e-5	1.1113374946748412e-5
642	Cyanobacteria > Cyanobacteria > SubsectionI > FamilyI > Thermosynechococcus	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Thermosynechococcus	1	1.0672176633202932e-5	1.1113374946748412e-5
643	Actinobacteria > Actinobacteria > Pseudonocardiales > Pseudonocardiaceae > Actinophytocola	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	2	1.047133886156722e-5	8.643736069693209e-6
644	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Halohasta	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halohasta	2	1.0371021850337928e-5	8.026326350429408e-6
645	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Rudaea	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rudaea	1	9.965564488074775e-6	1.0495965227484611e-5
646	Proteobacteria > Deltaproteobacteria > Desulfovibrionales > Desulfonatronaceae > Desulfonatronum	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	1	9.863401643526508e-6	9.261145788957009e-6
647	Actinobacteria > Actinobacteria > Micrococcales > Microbacteriaceae > Leucobacter	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	1	9.563618236652978e-6	8.643736069693209e-6
648	Fibrobacteres > Fibrobacteria > Fibrobacterales > Fibrobacteraceae > possible genus 06	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 06	2	9.539643852034552e-6	9.261145788957009e-6
649	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiales Incertae Sedis > Phreatobacter	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Phreatobacter	2	9.489698025943214e-6	1.1113374946748412e-5
650	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Oxobacter	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Oxobacter	3	9.475791640650766e-6	1.0495965227484611e-5
651	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Mizugakiibacter	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Mizugakiibacter	2	9.471085263858624e-6	1.1113374946748412e-5
652	Chloroflexi > Ktedonobacteria > Ktedonobacterales > Thermosporotrichaceae > Thermosporothrix	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix	1	9.445058242841597e-6	9.261145788957009e-6
653	Bacteroidetes > Bacteroidia > Bacteroidales > Porphyromonadaceae > Petrimonas	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Petrimonas	1	9.33366486781033e-6	7.408916631165608e-6
654	Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Zymomonas	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	2	9.28213457630704e-6	9.878555508220811e-6
655	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 6	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 6	1	9.277408358478127e-6	8.643736069693209e-6
656	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Haloarcula	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarcula	2	9.244105829952393e-6	9.878555508220811e-6
657	Proteobacteria > Gammaproteobacteria > Chromatiales > Halothiobacillaceae > Halothiobacillus	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Halothiobacillus	1	9.183379048361538e-6	9.878555508220811e-6
658	Actinobacteria > Actinobacteria > Frankiales > Cryptosporangiaceae > Cryptosporangium	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Cryptosporangium	1	8.769542726345746e-6	9.261145788957009e-6
659	Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Prosthecomicrobium	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Prosthecomicrobium	2	8.746869333686876e-6	8.643736069693209e-6
660	Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Rubritaleaceae > Rubritalea	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	1	8.563401578581616e-6	1.1113374946748412e-5
661	Acidobacteria > Holophagae > Holophagales > Holophagaceae > Holophaga	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	2	8.324703807001387e-6	1.0495965227484611e-5
662	Proteobacteria > Gammaproteobacteria > Aeromonadales > Aeromonadaceae > Tolumonas	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	1	8.298056233676968e-6	7.408916631165608e-6
663	Actinobacteria > Actinobacteria > Pseudonocardiales > Pseudonocardiaceae > Kibdelosporangium	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	1	8.272274085562172e-6	9.878555508220811e-6
664	Chlamydiae > Chlamydiae > Chlamydiales > Parachlamydiaceae > Candidatus Protochlamydia	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	3	8.264723588553114e-6	8.643736069693209e-6
665	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > 12up	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	12up	1	8.147081148772611e-6	7.408916631165608e-6
666	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Runella	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	1	7.801537267939584e-6	8.026326350429408e-6
667	Chlorobi > Ignavibacteria > Ignavibacteriales > Ignavibacteriales Incertae Sedis > Melioribacter	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriales Incertae Sedis	Melioribacter	1	7.736328965139942e-6	6.7915069119018075e-6
668	Chlamydiae > Chlamydiae > Chlamydiales > Parachlamydiaceae > Neochlamydia	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	1	7.335282799486658e-6	8.643736069693209e-6
669	Firmicutes > Clostridia > Clostridiales > Ruminococcaceae > Ruminococcaceae NK4A214 group	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	1	7.276342400857384e-6	8.643736069693209e-6
670	Proteobacteria > Betaproteobacteria > Neisseriales > Neisseriaceae > Microvirgula	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Microvirgula	1	7.14400173515754e-6	8.026326350429408e-6
671	Spirochaetae > Spirochaetes > Spirochaetales > Spirochaetaceae > Treponema	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	1	7.0938384251823676e-6	7.408916631165608e-6
672	Proteobacteria > Deltaproteobacteria > Syntrophobacterales > Syntrophobacteraceae > Desulforhabdus	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulforhabdus	1	6.840806338178947e-6	6.174097192638006e-6
673	Spirochaetae > Spirochaetes > Spirochaetales > Brevinemataceae > Brevinema	Spirochaetae	Spirochaetes	Spirochaetales	Brevinemataceae	Brevinema	1	6.829393391204758e-6	6.7915069119018075e-6
674	Euryarchaeota > Methanomicrobia > Methanocellales > Methanocellaceae > Rice Cluster I	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Rice Cluster I	2	6.746799838002797e-6	6.7915069119018075e-6
675	Firmicutes > Clostridia > Clostridiales > Lachnospiraceae > Cellulosilyticum	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	1	6.6918279397200134e-6	6.174097192638006e-6
676	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Sphingobacteriaceae > Solitalea	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea	2	6.666627455963783e-6	6.174097192638006e-6
677	Proteobacteria > Betaproteobacteria > Neisseriales > Neisseriaceae > Neisseria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	2	6.443940218551911e-6	6.174097192638006e-6
678	Firmicutes > Clostridia > Clostridiales > Lachnospiraceae > Lachnoclostridium	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	1	6.43808744835857e-6	9.878555508220811e-6
679	Thermotogae > Thermotogae > Thermotogales > Thermotogaceae > Defluviitoga	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Defluviitoga	1	6.3835590774660755e-6	6.174097192638006e-6
680	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Rhodocytophaga	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodocytophaga	1	5.871590456249509e-6	6.174097192638006e-6
681	Planctomycetes > Phycisphaerae > WD2101 soil group > planctomycete WY108 > planctomycete WY108	Planctomycetes	Phycisphaerae	WD2101 soil group	planctomycete WY108	planctomycete WY108	1	5.632545929291075e-6	5.556687473374206e-6
682	Proteobacteria > Betaproteobacteria > Burkholderiales > Burkholderiaceae > Pandoraea	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	1	5.559616486320692e-6	7.408916631165608e-6
683	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Lyngbya	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Lyngbya	2	5.544002081776093e-6	5.556687473374206e-6
684	Firmicutes > Bacilli > Bacillales > Paenibacillaceae > Brevibacillus	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	1	5.5319825123583346e-6	6.7915069119018075e-6
685	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Larkinella	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Larkinella	1	5.516856595141105e-6	5.556687473374206e-6
686	Firmicutes > Bacilli > Bacillales > Alicyclobacillaceae > Alicyclobacillus	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	3	5.2681102707145085e-6	4.9392777541104055e-6
687	Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Rivibacter	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rivibacter	1	5.2433823936584085e-6	4.9392777541104055e-6
688	Proteobacteria > Betaproteobacteria > Methylophilales > Methylophilaceae > Methylobacillus	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylobacillus	1	5.16367380652914e-6	3.704458315582804e-6
689	Actinobacteria > Actinobacteria > Corynebacteriales > Nocardiaceae > Nocardia	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	1	5.108766525210967e-6	5.556687473374206e-6
690	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Tahibacter	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Tahibacter	1	5.093925388789407e-6	6.174097192638006e-6
691	Firmicutes > Clostridia > Clostridiales > Ruminococcaceae > Sporobacter	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	1	5.0548506459679826e-6	4.9392777541104055e-6
692	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Zoogloea	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Zoogloea	1	4.943338955020116e-6	3.704458315582804e-6
693	Deinococcus-Thermus > Deinococci > Thermales > Thermaceae > Thermus	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	1	4.5935016742147975e-6	3.704458315582804e-6
694	Actinobacteria > Actinobacteria > Catenulisporales > Actinospicaceae > Actinospica	Actinobacteria	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	1	4.544729540783868e-6	3.704458315582804e-6
695	Proteobacteria > Gammaproteobacteria > Chromatiales > Chromatiaceae > Thiohalocapsa	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	1	4.4911578012901105e-6	4.9392777541104055e-6
696	Armatimonadetes > Armatimonadia > Armatimonadales > Armatimonadaceae > Armatimonas	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	1	4.443381305802008e-6	4.321868034846604e-6
697	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiaceae > Kaistia	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Kaistia	1	4.410060314401289e-6	4.321868034846604e-6
698	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Candidatus Arthromitus	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Candidatus Arthromitus	1	4.3600491299480115e-6	3.704458315582804e-6
699	Proteobacteria > Betaproteobacteria > Burkholderiales > Burkholderiaceae > Chitinimonas	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas	1	4.23122731364454e-6	4.321868034846604e-6
700	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Halomicrobium	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halomicrobium	1	4.219748084197659e-6	3.704458315582804e-6
701	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Acidimicrobiales Incertae Sedis > Aciditerrimonas	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales Incertae Sedis	Aciditerrimonas	2	4.112254731474557e-6	3.704458315582804e-6
702	Proteobacteria > Gammaproteobacteria > Legionellales > Coxiellaceae > Rickettsiella	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	1	4.068430095662086e-6	4.9392777541104055e-6
703	Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Brachymonas	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	1	3.9394980433061625e-6	3.704458315582804e-6
704	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Acetobacteraceae > Oleomonas	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Oleomonas	1	3.922708337150308e-6	4.321868034846604e-6
705	Chloroflexi > Chloroflexia > Chloroflexales > Chloroflexales Incertae Sedis > Candidatus Chlorothrix	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexales Incertae Sedis	Candidatus Chlorothrix	1	3.8613326577989765e-6	3.704458315582804e-6
706	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Anaerobacter	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Anaerobacter	1	3.7381257265808984e-6	3.087048596319003e-6
707	Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Starkeya	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	1	3.7121653987335647e-6	3.704458315582804e-6
708	Cyanobacteria > Chloroplast > Arachis hypogaea var. vulgaris > Arachis hypogaea var. vulgaris > Arachis hypogaea var. vulgaris	Cyanobacteria	Chloroplast	Arachis hypogaea var. vulgaris	Arachis hypogaea var. vulgaris	Arachis hypogaea var. vulgaris	1	3.3744624009155643e-6	3.087048596319003e-6
709	Spirochaetae > Spirochaetes > Spirochaetales > Spirochaetaceae > M2PT2-76 termite group	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	M2PT2-76 termite group	1	3.3174131768772413e-06	3.087048596319003e-6
710	Chloroflexi > Chloroflexia > Kallotenuales > Kallotenuaceae > Kallotenue	Chloroflexi	Chloroflexia	Kallotenuales	Kallotenuaceae	Kallotenue	1	3.2695871029603156e-6	3.087048596319003e-6
711	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillaceae > Rhodovibrio	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodovibrio	1	3.231716408692897e-6	3.704458315582804e-6
712	Chlorobi > Chlorobia > Chlorobiales > Chlorobiaceae > Chlorobaculum	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	1	3.1004727565595174e-6	3.704458315582804e-6
713	Proteobacteria > Gammaproteobacteria > Methylococcales > Methylococcaceae > Methyloglobulus	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloglobulus	1	3.0226386668465166e-6	2.4696388770552028e-6
714	Gracilibacteria > mixed culture isolate koll6 > mixed culture isolate koll6 > mixed culture isolate koll6 > mixed culture isolate koll6	Gracilibacteria	mixed culture isolate koll6	mixed culture isolate koll6	mixed culture isolate koll6	mixed culture isolate koll6	1	2.9428175735716995e-6	4.9392777541104055e-6
715	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Halomicroarcula	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halomicroarcula	1	2.88514962758269e-6	3.087048596319003e-6
716	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Flexibacter	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	1	2.8164177558172817e-6	2.4696388770552028e-6
717	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillales Incertae Sedis > Geminicoccus	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales Incertae Sedis	Geminicoccus	1	2.792125680885145e-6	2.4696388770552028e-6
718	Proteobacteria > Betaproteobacteria > Methylophilales > Methylophilaceae > Methylophilus	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus	1	2.7119689372983334e-6	2.4696388770552028e-6
719	Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Blastochloris	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Blastochloris	1	2.6949782078753843e-6	2.4696388770552028e-6
720	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Frateuria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Frateuria	1	2.6879139465521817e-6	3.087048596319003e-6
721	Firmicutes > Erysipelotrichia > Erysipelotrichales > Erysipelotrichaceae > Erysipelotrichaceae UCG-001	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-001	1	2.6535052804755084e-6	1.852229157791402e-6
722	Proteobacteria > Gammaproteobacteria > Thiotrichales > Thiotrichaceae > Thiothrix	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	1	2.5729053498560325e-6	2.4696388770552028e-6
723	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Arthronema	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Arthronema	3	2.5496398440256065e-6	2.4696388770552028e-6
724	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Limnothrix	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Limnothrix	1	2.480399488882897e-6	3.087048596319003e-6
