	S1	S2	S3	S4	S5	S6	S7	S9	S10	S11	S12	S13	S15	S16	S17	S18	S19	S20	S22	S23	S24	S25	S26	S27	S28	S30	S34	S35	S36	S37	S61	S62	S63	S65	S85	S86	S87	S88	S89	S112	S113	S114	S161	S162	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S179	S182	S187	S188	S191	S194	S196	S197	S198	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225
Ferruginibacter	0.00833920601362462	0.00201763562995068	0.000934361130576968	0.000753012048192771	0.000113378684807256	0.000177580466148724	0.000115141047783535	0.00371614943664756	6.29069291982512e-05	0.000122812404052809	0.000698263070611853	0.000147275405007364	0.000143788343558282	0.000419228619340414	0.00024809498493709	0.000679906960100197	0.00154440154440154	0.00157251019219569	0	0.000424628450106157	0.000162482736209278	0.000214052549901001	0.00182315405651778	0.000481231953801732	0.000348122074807566	0.000894963794646489	0.000737268945178788	0.000620842572062084	0.000153444836581249	0.00113034683800345	6.8036467546605e-05	0.000127551020408163	0.000128131206355308	0.000203500203500203	0	0.000397719740156436	0.000152788388082506	6.50406504065041e-05	4.8344210780759e-05	0.000213162803090861	9.50028500855026e-05	3.26498628705759e-05	0.0009494100094941	0.000383105066564505	0.000562113546936481	0.000956444967628016	0.000934891485809683	0.000636841267314122	0.00125434195291393	0.000912034292489398	0.00105588656761445	0.00112263091857624	0.00118187787261983	0.000616088716775216	0.00048828125	0.00065568396033112	0.00102459016393443	0.000807899461400359	0.000578871201157742	0.00161302711421768	0.00138953219082909	0.000660371128574259	0.000603760565809902	0.000966917604806962	0.00060146758089739	0.0135931431632516	0.0150535105256968	0.020886334369798	0.00284548989851086	0.000531255533911812	0.000419463087248322	0.00200144103754703	0.00103073463268366	0.00164363547817617	0.0024948765927114	0.00153952736509891	0.0250715778070108	0.0102979274611399	0.00421585160202361	0.0198255782460322	0.0336722664308871	0.0125048708774664	0.00592431386773062	0.00657204782213522	0.00471831650467113	0.0137717999871292	0.0167193854496159	0.0142041146438862	0.0159040018372854	0.00485722696496909
Fibrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57845768473788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132573246718812	0	0	0	0	0	0	0	0	0.00018737118231216	0	0	0.000716446425728387	0.000482439212659205	0	7.54204691153179e-05	0	0	0	8.13802083333333e-05	8.19604950413901e-05	0	8.97666068222621e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0875388080599e-05	0	0	0	0	0.00012045290291496	0	0	0	0	0	9.43663300934227e-05	0	0	0	0	0
Fictibacillus	7.83024038837992e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.98714365567356e-05	0	0	0	5.824111822947e-05	0	0	0	2.67565687376251e-05	2.84867821330902e-05	6.01539942252166e-05	0	8.13603449678627e-05	0	0	0	0	0	6.37755102040816e-05	0	0	0	0	0	0	0	5.32907007727152e-05	3.16676166951675e-05	3.26498628705759e-05	0	0	0.000374742364624321	0	0	0	0	0.000319212002371289	0	0	0	0	0	0.00024588148512417	0.000341530054644809	0	9.64785335262904e-05	0	0	6.60371128574259e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7415169087673e-05	0
Filomicrobium	3.91512019418996e-05	3.73636227768644e-05	0	0	5.66893424036281e-05	0	0	0	0	0	0	0	0	0	0	3.57845768473788e-05	0	0	0	0	0	0	0	6.01539942252166e-05	3.8680230534174e-05	0	0	0	0	5.94919388422869e-05	0.000748401143012655	0.00038265306122449	0.000448459222243577	0.000319786034071748	0.00107160867372668	0.000861726103672279	0.000229182582123759	0.000975609756097561	0.000386753686246072	0.000319744204636291	0.000190005700171005	0.000424448217317487	0.00101722501017225	0.000526769466526195	0.00103054150271688	0.000735726898175397	0.000667779632721202	0	0.000385951370127364	0.000501618860869169	0.00113130703672977	0.000660371128574259	0.000984898227183191	0.000792114064425277	0.000895182291666667	0.00139332841570363	0.000751366120218579	0.000987432675044883	9.64785335262904e-05	0.000153621629925494	7.71962328238382e-05	0	0	0	0	0	0	0	4.74248316418477e-05	5.9028392656868e-05	0	8.00576415018814e-05	0	0	0	0	0	6.47668393782383e-05	0	5.41682465738584e-05	0	0	0	0	9.43663300934227e-05	6.43542055473325e-05	5.64844103027564e-05	0	0	0
Flavihumibacter	0.000508965625244695	0.000112090868330593	7.78634275480807e-05	0	5.66893424036281e-05	0	0	7.90670092903736e-05	3.14534645991256e-05	0.000307031010132023	0.000174565767652963	0	0	0	7.08842814105972e-05	0.000107353730542136	0.000836550836550837	0.00023296447291788	4.60447555023483e-05	0.000667273278738247	0.000162482736209278	5.35131374752502e-05	8.54603463992707e-05	0	3.8680230534174e-05	0	5.26620675127706e-05	8.86917960088692e-05	0	5.94919388422869e-05	6.8036467546605e-05	6.37755102040816e-05	0	2.90714576428862e-05	0.000126071608673727	0	0.000229182582123759	0	0	0.00010658140154543	6.3335233390335e-05	3.26498628705759e-05	6.781500067815e-05	0	0	0	0	0.00230854959401369	0.000385951370127364	9.12034292489398e-05	7.54204691153179e-05	0	6.56598818122127e-05	0	8.13802083333333e-05	0	0	0	9.64785335262904e-05	0.000384054074813734	0	0	8.62515094014145e-05	0	0	0	0.00017640832647301	0.00175884921008826	0.000189699326567391	0	8.38926174496644e-05	0	0	0	0	0	0.00112203048827672	6.47668393782383e-05	0	0.000108336493147717	7.36811081638668e-05	3.54245633922562e-05	0.00161205819530085	0.000419492414178844	0.000188732660186845	0.000386125233283995	0.000282422051513782	0.000202193802759945	5.7415169087673e-05	2.94377391816309e-05
Flavisolibacter	0.000939628846605591	0.000186818113884322	7.78634275480807e-05	0.000301204819277108	0.000340136054421769	0.000133185349611543	0.00023028209556707	0.000434868551097055	0.00028308118139213	0.000307031010132023	0.00052369730295889	0.000441826215022091	0.00321127300613497	0.019564002235886	0.00949849370902003	0.000500984075863303	0.00733590733590734	0.00046592894583576	0.00115111888755871	0.00151653017895056	0.00219351693882525	0.000240809118638626	0.00244986326344576	0.00312800769971126	0.000502842996944262	0.000325441379871451	0.00484491021117489	0.00753880266075388	0.000230167254871874	0.00351002439169493	0.00054429174037284	0.00076530612244898	0.000448459222243577	0.000377928949357521	0.000252143217347453	0.000464006363515843	0.000305576776165011	0.000130081300813008	0.00048344210780759	0.00165201172395417	0.000601684717208183	0.000424448217317487	0.00020344500203445	9.57762666411263e-05	9.36855911560802e-05	7.35726898175397e-05	6.67779632721202e-05	7.96051584142652e-05	0.000771902740254728	0.00018240685849788	0	0	0.000196979645436638	8.80126738250308e-05	8.13802083333333e-05	0	0.000204918032786885	8.97666068222621e-05	0.000482392667631452	0.000537675704739227	0.000154392465647676	0	0.000172503018802829	0.000138131086400995	6.0146758089739e-05	0.00455336815320745	0.00299894155004116	0.00160180910204466	4.74248316418477e-05	0	0	0	9.37031484257871e-05	0.000121750776161198	0.000178205470907957	0.000307905473019783	0.00201191673759963	0.000841968911917098	0.000782943868947242	0.00119170142462488	0.00464190981432361	0.000673066704452868	0.000765727642767904	0.00419492414178844	0.000283098990280268	0.00193062616641998	0.00079078174423859	0.00106151746448971	0.00177987024171786	0.000176626435089785
Flavitalea	3.91512019418996e-05	0	0	0	0	8.87902330743618e-05	0	0	3.14534645991256e-05	0.000122812404052809	0	0	0.000766871165644172	0.000139742873113471	0.000425305688463583	0.000679906960100197	0.00212355212355212	0.00040768782760629	4.60447555023483e-05	0	8.12413681046389e-05	0	0.000626709206927985	0.000661693936477382	7.7360461068348e-05	0	0.00168518616040866	0.00133037694013304	0	0.00249866143137605	0	6.37755102040816e-05	6.40656031776539e-05	2.90714576428862e-05	0	0	7.63941940412529e-05	0	9.6688421561518e-05	5.32907007727152e-05	3.16676166951675e-05	3.26498628705759e-05	0	0	0	0	0	0	0	4.56017146244699e-05	7.54204691153179e-05	6.60371128574259e-05	0	0.000176025347650062	8.13802083333333e-05	0	0	0	9.64785335262904e-05	7.68108149627468e-05	0	0	0	0	0	0.00120530333467256	0.000529224979419029	0.00028267219447847	4.74248316418477e-05	0	0	8.00576415018814e-05	0	6.0875388080599e-05	8.91027354539784e-05	0	0.000232144238953803	0.000259067357512953	0.000301132257287401	0.000379177726017009	0.000957854406130268	0.000354245633922562	0.000241808729295128	0.00153813885198909	0.000188732660186845	0.000386125233283995	0.000225937641211026	0.000404387605519891	0.000688982029052076	0.000323815130997939
Flavobacterium	0.00454153942526036	0.000821999701091018	0.00147940512341353	0.00052710843373494	0.000226757369614512	0.000221975582685905	0.000287852619458837	0.000434868551097055	0.00028308118139213	0.000491249616211237	0.000261848651479445	0.000220913107511046	0.000910659509202454	0.00125768585802124	0.000815169236221868	0.000715691536947576	0.00141570141570142	0.00093185789167152	0.000322313288516438	0.000303306035790112	0.000487448208627833	0.000133782843688125	0.0164368732907931	0.0010827718960539	0.00274629636792635	0.000488162069807176	0.000315972405076623	0.000354767184035477	0.000383612091453123	0.00113034683800345	0.00360593277997006	0.00771683673469388	0.00480492023832404	0.00159893017035874	0.000441250630358043	0.000662866233594061	0.000381970970206264	0.000455284552845528	0.000145032632342277	0.00127897681854516	0.0268224713408069	0.00398328327021027	0.00278041502780415	0.00732688439804616	0.00468427955780401	0.0292083578575633	0.00781302170283806	0.00955261900971183	0.00559629486684678	0.00255369601897031	0.00218719360434422	0.0020471504985802	0.00288903479973736	0.00783312797042774	0.00390625	0.00196705188099336	0.0297814207650273	0.00296229802513465	0.00212252773757839	0.00161302711421768	0.00914775358962483	0.00330185564287129	0.00776263584612731	0.00186476966641343	0.00348851196920486	0.0120530333467256	0.00964365518052452	0.0204780300888847	0.00678175092478422	0.00743757747476536	0.00285234899328859	0.0309022496197262	0.0193028485757121	0.0406038838497595	0.00570257506905462	0.00508044030482642	0.0175268900410121	0.0175518134715026	0.00650445675740785	0.0171171659173393	0.0164308871205423	0.00301108788834178	0.00604521823237819	0.00538348598196183	0.0132112862130792	0.0158954887701911	0.170526434704022	0.022342415204974	0.0105643911121318	0.00771268766558728
Flexibacter	0	0	0	0	0	4.43951165371809e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12413681046389e-05	0	0	0	0	0	0	0	0	0	0	6.37755102040816e-05	6.40656031776539e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flexithrix	0	0	0	0	0	4.43951165371809e-05	0	0	0	0	0	0	0	0	0	7.15691536947576e-05	0	0.00011648223645894	0	6.06612071580224e-05	0	0	0	0	0	0	0	0	0	0	0.000476255272826235	0.000191326530612245	0.000128131206355308	2.90714576428862e-05	0	0.000198859870078218	0.000229182582123759	0.00130081300813008	0	0.00117239541699973	0.000348343783646843	0.000718296983152671	0.0008137800081378	0	9.36855911560802e-05	7.35726898175397e-05	0	0.000238815475242796	0	0	0	6.60371128574259e-05	0.000196979645436638	8.80126738250308e-05	0	0.00057372346528973	0.000546448087431694	0.00269299820466786	9.64785335262904e-05	0	0	0	0	0.00324608053042337	0	0	0	0	0	0	0	0.000320230566007525	0	0	0	0	0	6.47668393782383e-05	6.02264514574801e-05	0	0	0	0	0	0	6.43542055473325e-05	5.64844103027564e-05	5.05484506899864e-05	0	0
Fluviicola	0.000117453605825699	7.47272455537289e-05	7.78634275480807e-05	7.53012048192771e-05	0	0.000133185349611543	5.75705238917674e-05	3.95335046451868e-05	3.14534645991256e-05	6.14062020264047e-05	8.72828838264816e-05	0	9.58588957055215e-05	0.000139742873113471	7.08842814105972e-05	0.000178922884236894	0	5.824111822947e-05	0	6.06612071580224e-05	0	2.67565687376251e-05	2.84867821330902e-05	0.00018046198267565	0	0	0.000157986202538312	0	0.000153444836581249	0	0.00013607293509321	0.000255102040816327	0.000256262412710616	0.000814000814000814	0	0	0.000152788388082506	6.50406504065041e-05	4.8344210780759e-05	0.00010658140154543	0.000316676166951675	6.52997257411519e-05	0.0001356300013563	4.78881333205632e-05	0.000281056773468241	7.35726898175397e-05	0	7.96051584142652e-05	0.000289463527595523	0.00018240685849788	0.000377102345576589	0	0.000525279054497702	0.000352050695300123	0	0.00016392099008278	0.000341530054644809	0.000628366247755835	0	0	7.71962328238382e-05	0	8.62515094014145e-05	6.90655432004973e-05	0	6.69612963706977e-05	0.00017640832647301	0	4.74248316418477e-05	0	8.38926174496644e-05	8.00576415018814e-05	0.000468515742128936	0.000182626164241797	0	7.69763682549457e-05	0.000193453532461503	0	0	5.41682465738584e-05	7.36811081638668e-05	0.000247971943745793	0	6.99154023631406e-05	0	6.43542055473325e-05	0.000169453230908269	0.000202193802759945	5.7415169087673e-05	0.000147188695908154
Fodinibius	0	0	7.78634275480807e-05	0	0	0	0	0	0	0	0	0	0	0	3.54421407052986e-05	0	0	0	0	0	0	2.67565687376251e-05	0	0.000120307988450433	3.8680230534174e-05	0	5.26620675127706e-05	0	0	0	0	0	0	0.000116285830571545	6.30358043368633e-05	0.0101418533739891	0	0.00286178861788618	0.000725163161711385	5.32907007727152e-05	6.3335233390335e-05	0	0	0	0	0	0	0	0	0	7.54204691153179e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37031484257871e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fodinicola	0.000822175240779892	0.000149454491107458	7.78634275480807e-05	0.000150602409638554	0	4.43951165371809e-05	0.00023028209556707	7.90670092903736e-05	0.000377441575189507	0	0.000174565767652963	0.000147275405007364	9.58588957055215e-05	0.000139742873113471	7.08842814105972e-05	0.000250492037931651	0.000128700128700129	0.00017472335468841	4.60447555023483e-05	0.000303306035790112	0.000243724104313917	2.67565687376251e-05	5.69735642661805e-05	0.000240615976900866	7.7360461068348e-05	8.13603449678627e-05	5.26620675127706e-05	0.000266075388026608	7.67224182906245e-05	0.000237967755369147	0.000204109402639815	0.000127551020408163	0.000256262412710616	0.000436071864643293	0.000252143217347453	0.000795439480312873	0	6.50406504065041e-05	9.6688421561518e-05	0.00010658140154543	0.000158338083475838	0	6.781500067815e-05	0	0.00131159827618512	7.35726898175397e-05	0.00013355592654424	0.000557236108899857	0.000385951370127364	9.12034292489398e-05	0	0	6.56598818122127e-05	0	0	8.19604950413901e-05	6.83060109289617e-05	0	0.000482392667631452	0.000921729779552961	0.00042457928053111	0.000198111338572278	0.000345006037605658	6.90655432004973e-05	0	6.69612963706977e-05	0	0.000251264172869751	0.000995921464478801	0.000354170355941208	0.000587248322147651	0.000160115283003763	0	0.000121750776161198	8.91027354539784e-05	0.000153952736509891	7.73814129846011e-05	0	6.02264514574801e-05	0.000162504739721575	0.000147362216327734	0	0.000523918913472776	0.000139830804726281	0.000188732660186845	0.000128708411094665	0	0	0.000172245507263019	0.00035325287017957
Fonticella	3.91512019418996e-05	3.73636227768644e-05	0	7.53012048192771e-05	0	0	0	0.00011860051393556	3.14534645991256e-05	0	0	0.000220913107511046	0	6.98714365567356e-05	3.54421407052986e-05	0.000214707461084273	0.000193050193050193	0.00017472335468841	4.60447555023483e-05	0.000121322414316045	0	2.67565687376251e-05	0	6.01539942252166e-05	3.8680230534174e-05	8.13603449678627e-05	5.26620675127706e-05	8.86917960088692e-05	0.000153444836581249	5.94919388422869e-05	0	0.000255102040816327	6.40656031776539e-05	0	6.30358043368633e-05	6.62866233594061e-05	0.000152788388082506	6.50406504065041e-05	0.000145032632342277	0.000426325606181721	3.16676166951675e-05	6.52997257411519e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fontimonas	3.91512019418996e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54421407052986e-05	0	0	5.824111822947e-05	0	6.06612071580224e-05	0	0	2.84867821330902e-05	0	0.00181797083510618	0	0	0	0	5.94919388422869e-05	0.00102054701319907	0.000127551020408163	0	0.000145357288214431	0.000126071608673727	0	0	0	0	0	3.16676166951675e-05	0	0	0.000143664399961689	0	7.35726898175397e-05	6.67779632721202e-05	0	0	9.12034292489398e-05	7.54204691153179e-05	0	6.56598818122127e-05	0.000264038021475092	0	0.00016392099008278	6.83060109289617e-05	8.97666068222621e-05	0.000192957067052581	7.68108149627468e-05	7.71962328238382e-05	0	0	0	0.000120293516179478	6.69612963706977e-05	0.000117605550982006	3.14080216087189e-05	0	0.000177085177970604	8.38926174496644e-05	8.00576415018814e-05	9.37031484257871e-05	0	8.91027354539784e-05	0	0	0	0.00012045290291496	0.000108336493147717	0	3.54245633922562e-05	4.03014548825213e-05	0	0	6.43542055473325e-05	0	0	5.7415169087673e-05	5.88754783632617e-05
Formivibrio	0	0	0	0	0	8.87902330743618e-05	0	3.95335046451868e-05	0	0	8.72828838264816e-05	0	4.79294478527607e-05	0	0	0	0	0	4.60447555023483e-05	6.06612071580224e-05	8.12413681046389e-05	0	2.84867821330902e-05	0.000421077959576516	0	8.13603449678627e-05	0.000105324135025541	0	0	0	6.8036467546605e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.96051584142652e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.91027354539784e-05	0	3.86907064923006e-05	0.000259067357512953	0.000240905805829921	0	0	0	0	0	0	6.43542055473325e-05	0.000112968820605513	5.05484506899864e-05	0	5.88754783632617e-05
Formosa	0	0	0	0	0	0	0	0	0	0	0	0	0	6.98714365567356e-05	0	0	0	5.824111822947e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00068036467546605	0.000255102040816327	6.40656031776539e-05	0	6.30358043368633e-05	0	7.63941940412529e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000160115283003763	9.37031484257871e-05	0	0	0	0	6.47668393782383e-05	0	0	0	0	0	0	0	0	0	0	0	0
Frankia	0.000117453605825699	7.47272455537289e-05	7.78634275480807e-05	7.53012048192771e-05	0.000113378684807256	0	0.00115141047783535	0.000672069578968176	0.00050325543358601	0.00104390543444888	0.000872828838264816	0.000294550810014728	0	0	3.54421407052986e-05	0	0	5.824111822947e-05	4.60447555023483e-05	0	8.12413681046389e-05	2.67565687376251e-05	2.84867821330902e-05	0	3.8680230534174e-05	0	0	0	0	0.000178475816526861	6.8036467546605e-05	0	6.40656031776539e-05	0	0	0	0	0	4.8344210780759e-05	5.32907007727152e-05	3.16676166951675e-05	0	0	0	0	7.35726898175397e-05	0	0	9.6487842531841e-05	4.56017146244699e-05	7.54204691153179e-05	0.000132074225714852	6.56598818122127e-05	0	0	8.19604950413901e-05	0.000136612021857923	0	0	0	0	0	0	6.90655432004973e-05	0	0	5.88027754910032e-05	0	4.74248316418477e-05	5.9028392656868e-05	8.38926174496644e-05	0	0	0	0.000267308206361935	0.000153952736509891	3.86907064923006e-05	0	0.00012045290291496	0	0	3.54245633922562e-05	8.06029097650425e-05	6.99154023631406e-05	0	6.43542055473325e-05	0	0	0	0
Frateuria	3.91512019418996e-05	0	0	0	0	4.43951165371809e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06612071580224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16676166951675e-05	0	0	0	0	0	0	0	0	0	0	6.60371128574259e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusibacter	0.000274058413593297	0.000186818113884322	0.000389317137740403	0.000376506024096386	0.000510204081632653	0.000266370699223085	0.000287852619458837	0.000316268037161494	0.000251627716793005	0.000184218606079214	0.000174565767652963	0.000220913107511046	0.0103048312883436	0.00209614309670207	0.00567074251284778	0.0011808910359635	0.0222651222651223	0.010658124635993	0.000322313288516438	0.000181983621474067	0.000568689576732472	0.000214052549901001	8.54603463992707e-05	0.000661693936477382	0.00317177890380227	0.000813603449678627	0.000263310337563853	0.000266075388026608	0.000460334509743747	0.00446189541317152	0.00054429174037284	0.000446428571428571	0.00256262412710616	0.000581429152857724	0.000252143217347453	0.00338061779132971	0.00122230710466005	0.00032520325203252	0.00628474740149867	0.0239275246469491	0.000728355183988853	0.0123416481650777	0.0001356300013563	4.78881333205632e-05	0.00018737118231216	0.00147145379635079	0.000400667779632721	7.96051584142652e-05	0.000192975685063682	0.000228008573122349	0.000226261407345954	6.60371128574259e-05	0.000262639527248851	0.000264038021475092	0.000406901041666667	0.00016392099008278	0.000204918032786885	8.97666068222621e-05	9.64785335262904e-05	0.000307243259850987	7.71962328238382e-05	6.60371128574259e-05	0.000258754528204244	0.00718281649285172	0.00144352219415374	0.00234364537297442	0.00199929436669411	0.0043343069820032	0.000379398653134781	0.00218405052830411	0.000335570469798658	0.00512368905612041	0.000281109445277361	0.000426127716564193	0.000980130089993763	0.0103148333461627	0.000657742010369109	0.00427461139896373	0.000903396771862202	0.00173338389036347	7.36811081638668e-05	0.000708491267845124	0.000523918913472776	0.000349577011815703	0.000283098990280268	0.00025741682218933	0.000112968820605513	5.05484506899864e-05	0.000172245507263019	0.000559317044450986
